Date,Close,GDP,Debt,DXY
31-08-2021,73.411201,2.756,594.66,92.63
1-9-2021,72.996696,2.756,594.66,94.25
2-9-2021,72.9851,2.756,594.66,94.25
3-9-2021,73.054298,2.756,594.66,94.25
6-9-2021,72.994499,2.756,594.66,94.25
7-9-2021,73.110001,2.756,594.66,94.25
8-9-2021,73.390404,2.756,594.66,94.25
9-9-2021,73.789001,2.756,594.66,94.25
10-9-2021,73.538002,2.756,594.66,94.25
13-09-2021,73.5243,2.756,594.66,94.25
14-09-2021,73.540802,2.756,594.66,94.25
15-09-2021,73.650803,2.756,594.66,94.25
16-09-2021,73.438004,2.756,594.66,94.25
17-09-2021,73.564903,2.756,594.66,94.25
20-09-2021,73.696098,2.756,594.66,94.25
21-09-2021,73.658997,2.756,594.66,94.25
22-09-2021,73.792702,2.756,594.66,94.25
23-09-2021,73.874901,2.756,594.66,94.25
24-09-2021,73.839996,2.756,594.66,94.25
27-09-2021,73.812897,2.756,594.66,94.25
28-09-2021,73.825302,2.756,594.66,94.25
29-09-2021,74.1633,2.756,594.66,94.25
30-09-2021,74.321999,2.756,594.66,94.25
1-10-2021,74.254402,2.785,600.86,94.12
4-10-2021,74.1521,2.785,600.86,94.12
5-10-2021,74.5728,2.785,600.86,94.12
6-10-2021,74.563202,2.785,600.86,94.12
7-10-2021,74.760002,2.785,600.86,94.12
8-10-2021,74.830002,2.785,600.86,94.12
11-10-2021,75.305801,2.785,600.86,94.12
12-10-2021,75.402603,2.785,600.86,94.12
13-10-2021,75.483902,2.785,600.86,94.12
14-10-2021,75.306297,2.785,600.86,94.12
15-10-2021,74.995003,2.785,600.86,94.12
18-10-2021,75.005898,2.785,600.86,94.12
19-10-2021,75.235497,2.785,600.86,94.12
20-10-2021,75.120102,2.785,600.86,94.12
21-10-2021,74.809196,2.785,600.86,94.12
22-10-2021,74.865402,2.785,600.86,94.12
25-10-2021,74.993698,2.785,600.86,94.12
26-10-2021,75.089897,2.785,600.86,94.12
27-10-2021,74.888901,2.785,600.86,94.12
28-10-2021,75.050003,2.785,600.86,94.12
29-10-2021,74.797203,2.785,600.86,94.12
1-11-2021,74.928299,2.785,600.86,95.99
2-11-2021,74.829903,2.785,600.86,95.99
3-11-2021,74.711998,2.785,600.86,95.99
4-11-2021,74.435501,2.785,600.86,95.99
5-11-2021,74.478104,2.785,600.86,95.99
8-11-2021,74.191101,2.785,600.86,95.99
9-11-2021,73.918503,2.785,600.86,95.99
10-11-2021,74.174797,2.785,600.86,95.99
11-11-2021,74.4049,2.785,600.86,95.99
12-11-2021,74.322098,2.785,600.86,95.99
15-11-2021,74.339996,2.785,600.86,95.99
16-11-2021,74.435097,2.785,600.86,95.99
17-11-2021,74.458603,2.785,600.86,95.99
18-11-2021,74.259804,2.785,600.86,95.99
19-11-2021,74.1744,2.785,600.86,95.99
22-11-2021,74.302597,2.785,600.86,95.99
23-11-2021,74.429802,2.785,600.86,95.99
24-11-2021,74.446999,2.785,600.86,95.99
25-11-2021,74.625,2.785,600.86,95.99
26-11-2021,74.505798,2.785,600.86,95.99
29-11-2021,74.981598,2.785,600.86,95.99
30-11-2021,75.054901,2.785,600.86,95.99
1-12-2021,75.050903,2.819,605.35,95.67
2-12-2021,75.017899,2.819,605.35,95.67
3-12-2021,74.983498,2.819,605.35,95.67
6-12-2021,75.234001,2.819,605.35,95.67
7-12-2021,75.391296,2.819,605.35,95.67
8-12-2021,75.4086,2.819,605.35,95.67
9-12-2021,75.383301,2.819,605.35,95.67
10-12-2021,75.599197,2.819,605.35,95.67
13-12-2021,75.709999,2.819,605.35,95.67
14-12-2021,75.826897,2.819,605.35,95.67
15-12-2021,76.047203,2.819,605.35,95.67
16-12-2021,76.211403,2.819,605.35,95.67
17-12-2021,76.167503,2.819,605.35,95.67
20-12-2021,76.005997,2.819,605.35,95.67
21-12-2021,75.758698,2.819,605.35,95.67
22-12-2021,75.686401,2.819,605.35,95.67
23-12-2021,75.458504,2.819,605.35,95.67
24-12-2021,75.067398,2.819,605.35,95.67
27-12-2021,75.315002,2.819,605.35,95.67
28-12-2021,74.980301,2.819,605.35,95.67
29-12-2021,74.745003,2.819,605.35,95.67
30-12-2021,74.570297,2.819,605.35,95.67
31-12-2021,74.431198,2.819,605.35,95.67
3-1-2022,74.513802,2.819,605.35,96.54
4-1-2022,74.403297,2.819,605.35,96.54
5-1-2022,74.534897,2.819,605.35,96.54
6-1-2022,74.430099,2.819,605.35,96.54
7-1-2022,74.419296,2.819,605.35,96.54
10-1-2022,74.269997,2.819,605.35,96.54
11-1-2022,74.056999,2.819,605.35,96.54
12-1-2022,73.8153,2.819,605.35,96.54
13-01-2022,73.799103,2.819,605.35,96.54
14-01-2022,73.972298,2.819,605.35,96.54
17-01-2022,74.378998,2.819,605.35,96.54
18-01-2022,74.255096,2.819,605.35,96.54
19-01-2022,74.619698,2.819,605.35,96.54
20-01-2022,74.449203,2.819,605.35,96.54
21-01-2022,74.452202,2.819,605.35,96.54
24-01-2022,74.4132,2.819,605.35,96.54
25-01-2022,74.644798,2.819,605.35,96.54
26-01-2022,74.779999,2.819,605.35,96.54
27-01-2022,74.894997,2.819,605.35,96.54
28-01-2022,75.209297,2.819,605.35,96.54
31-01-2022,75.039001,2.819,605.35,96.54
1-2-2022,74.555801,2.748,597.22,96.71
2-2-2022,74.745499,2.748,597.22,96.71
3-2-2022,74.822403,2.748,597.22,96.71
4-2-2022,74.643898,2.748,597.22,96.71
7-2-2022,74.642197,2.748,597.22,96.71
8-2-2022,74.658302,2.748,597.22,96.71
9-2-2022,74.695198,2.748,597.22,96.71
10-2-2022,74.808899,2.748,597.22,96.71
11-2-2022,75.538399,2.748,597.22,96.71
14-02-2022,75.341003,2.748,597.22,96.71
15-02-2022,75.685402,2.748,597.22,96.71
16-02-2022,75.174797,2.748,597.22,96.71
17-02-2022,75.042,2.748,597.22,96.71
18-02-2022,75.063004,2.748,597.22,96.71
21-02-2022,74.682404,2.748,597.22,96.71
22-02-2022,74.516998,2.748,597.22,96.71
23-02-2022,74.623001,2.748,597.22,96.71
24-02-2022,74.633003,2.748,597.22,96.71
25-02-2022,75.408302,2.748,597.22,96.71
28-02-2022,75.068001,2.748,597.22,96.71
1-3-2022,75.284798,2.748,597.22,98.31
2-3-2022,75.801201,2.748,597.22,98.31
3-3-2022,75.630997,2.748,597.22,98.31
4-3-2022,75.891701,2.748,597.22,98.31
7-3-2022,76.417999,2.748,597.22,98.31
8-3-2022,77.080803,2.748,597.22,98.31
9-3-2022,76.914497,2.748,597.22,98.31
10-3-2022,76.134903,2.748,597.22,98.31
11-3-2022,76.310303,2.748,597.22,98.31
14-03-2022,76.7537,2.748,597.22,98.31
15-03-2022,76.490097,2.748,597.22,98.31
16-03-2022,76.2659,2.748,597.22,98.31
17-03-2022,76.0242,2.748,597.22,98.31
18-03-2022,75.981598,2.748,597.22,98.31
21-03-2022,75.946404,2.748,597.22,98.31
22-03-2022,76.307098,2.748,597.22,98.31
23-03-2022,76.101898,2.748,597.22,98.31
24-03-2022,76.552399,2.748,597.22,98.31
25-03-2022,76.323502,2.748,597.22,98.31
