Date,Close,GDP,Debt,DXY
1-1-2020,71.275803,2.619,516.32,97.39
2-1-2020,71.025002,2.619,516.32,97.39
3-1-2020,71.415001,2.619,516.32,97.39
6-1-2020,71.731003,2.619,516.32,97.39
7-1-2020,71.787003,2.619,516.32,97.39
8-1-2020,72.160004,2.619,516.32,97.39
9-1-2020,71.411903,2.619,516.32,97.39
10-1-2020,71.194298,2.619,516.32,97.39
13-01-2020,70.953003,2.619,516.32,97.39
14-01-2020,70.718903,2.619,516.32,97.39
15-01-2020,70.8451,2.619,516.32,97.39
16-01-2020,70.718002,2.619,516.32,97.39
17-01-2020,70.945602,2.619,516.32,97.39
20-01-2020,71.034698,2.619,516.32,97.39
21-01-2020,71.030998,2.619,516.32,97.39
22-01-2020,71.169998,2.619,516.32,97.39
23-01-2020,71.078102,2.619,516.32,97.39
24-01-2020,71.320999,2.619,516.32,97.39
27-01-2020,71.324997,2.619,516.32,97.39
28-01-2020,71.440002,2.619,516.32,97.39
29-01-2020,71.2304,2.619,516.32,97.39
30-01-2020,71.300003,2.619,516.32,97.39
31-01-2020,71.639999,2.619,516.32,97.39
3-2-2020,71.496498,2.261,519.88,98.13
4-2-2020,71.314102,2.261,519.88,98.13
5-2-2020,71.099998,2.261,519.88,98.13
6-2-2020,71.18,2.261,519.88,98.13
7-2-2020,71.470001,2.261,519.88,98.13
10-2-2020,71.515503,2.261,519.88,98.13
11-2-2020,71.279999,2.261,519.88,98.13
12-2-2020,71.275299,2.261,519.88,98.13
13-02-2020,71.296204,2.261,519.88,98.13
14-02-2020,71.268501,2.261,519.88,98.13
17-02-2020,71.514801,2.261,519.88,98.13
18-02-2020,71.349197,2.261,519.88,98.13
19-02-2020,71.574997,2.261,519.88,98.13
20-02-2020,71.827499,2.261,519.88,98.13
21-02-2020,72.110001,2.261,519.88,98.13
24-02-2020,71.886803,2.261,519.88,98.13
25-02-2020,72.0467,2.261,519.88,98.13
26-02-2020,71.870003,2.261,519.88,98.13
27-02-2020,71.663399,2.261,519.88,98.13
28-02-2020,71.93,2.261,519.88,98.13
2-3-2020,72.150002,2.261,519.88,99.05
3-3-2020,72.824997,2.261,519.88,99.05
4-3-2020,73.342003,2.261,519.88,99.05
5-3-2020,74.042503,2.261,519.88,99.05
6-3-2020,73.855103,2.261,519.88,99.05
9-3-2020,73.9953,2.261,519.88,99.05
10-3-2020,74.405998,2.261,519.88,99.05
11-3-2020,74.205002,2.261,519.88,99.05
12-3-2020,74.760002,2.261,519.88,99.05
13-03-2020,75.300003,2.261,519.88,99.05
16-03-2020,73.903999,2.261,519.88,99.05
17-03-2020,75.154999,2.261,519.88,99.05
18-03-2020,74.012398,2.261,519.88,99.05
19-03-2020,74.982002,2.261,519.88,99.05
20-03-2020,75.159698,2.261,519.88,99.05
23-03-2020,75.622101,2.261,519.88,99.05
24-03-2020,76.505997,2.261,519.88,99.05
25-03-2020,77.260002,2.261,519.88,99.05
26-03-2020,75.845497,2.261,519.88,99.05
27-03-2020,74.725601,2.261,519.88,99.05
30-03-2020,75.464996,2.261,519.88,99.05
31-03-2020,75.400002,2.261,519.88,99.05
1-4-2020,75.324997,2.276,525.83,99.02
2-4-2020,77.57,2.276,525.83,99.02
3-4-2020,77.139999,2.276,525.83,99.02
6-4-2020,76.230003,2.276,525.83,99.02
7-4-2020,75.964897,2.276,525.83,99.02
8-4-2020,76.660004,2.276,525.83,99.02
9-4-2020,75.959,2.276,525.83,99.02
10-4-2020,76.650002,2.276,525.83,99.02
13-04-2020,76.166496,2.276,525.83,99.02
14-04-2020,76.910004,2.276,525.83,99.02
15-04-2020,75.931,2.276,525.83,99.02
16-04-2020,77.212502,2.276,525.83,99.02
17-04-2020,77.57,2.276,525.83,99.02
20-04-2020,76.559998,2.276,525.83,99.02
21-04-2020,77.209999,2.276,525.83,99.02
22-04-2020,76.969398,2.276,525.83,99.02
23-04-2020,76.400002,2.276,525.83,99.02
24-04-2020,76.422501,2.276,525.83,99.02
27-04-2020,76.2715,2.276,525.83,99.02
28-04-2020,76.186302,2.276,525.83,99.02
29-04-2020,76.464996,2.276,525.83,99.02
30-04-2020,75.258499,2.276,525.83,99.02
1-5-2020,75.720001,2.276,525.83,98.34
4-5-2020,75.600502,2.276,525.83,98.34
5-5-2020,75.849998,2.276,525.83,98.34
6-5-2020,76.169998,2.276,525.83,98.34
7-5-2020,76.151299,2.276,525.83,98.34
8-5-2020,76.080002,2.276,525.83,98.34
11-5-2020,75.525002,2.276,525.83,98.34
12-5-2020,76.309998,2.276,525.83,98.34
13-05-2020,75.68,2.276,525.83,98.34
14-05-2020,75.426201,2.276,525.83,98.34
15-05-2020,75.485001,2.276,525.83,98.34
18-05-2020,75.82,2.276,525.83,98.34
19-05-2020,75.600098,2.276,525.83,98.34
20-05-2020,76,2.276,525.83,98.34
21-05-2020,75.779999,2.276,525.83,98.34
22-05-2020,75.625,2.276,525.83,98.34
25-05-2020,75.985001,2.276,525.83,98.34
26-05-2020,76.110001,2.276,525.83,98.34
27-05-2020,75.82,2.276,525.83,98.34
28-05-2020,76.129997,2.276,525.83,98.34
29-05-2020,75.959999,2.276,525.83,98.34
1-6-2020,75.513199,2.237,532.95,97.39
2-6-2020,75.730003,2.237,532.95,97.39
3-6-2020,75.065804,2.237,532.95,97.39
4-6-2020,75.544998,2.237,532.95,97.39
5-6-2020,75.490898,2.237,532.95,97.39
8-6-2020,75.5177,2.237,532.95,97.39
9-6-2020,75.625,2.237,532.95,97.39
10-6-2020,75.509804,2.237,532.95,97.39
11-6-2020,75.875,2.237,532.95,97.39
12-6-2020,76.389999,2.237,532.95,97.39
15-06-2020,75.956802,2.237,532.95,97.39
16-06-2020,75.977997,2.237,532.95,97.39
17-06-2020,76.654999,2.237,532.95,97.39
18-06-2020,76.550003,2.237,532.95,97.39
19-06-2020,76.400398,2.237,532.95,97.39
22-06-2020,76.252098,2.237,532.95,97.39
23-06-2020,75.789803,2.237,532.95,97.39
24-06-2020,75.607803,2.237,532.95,97.39
25-06-2020,75.970001,2.237,532.95,97.39
26-06-2020,75.539803,2.237,532.95,97.39
29-06-2020,75.619797,2.237,532.95,97.39
30-06-2020,75.699997,2.237,532.95,97.39
1-7-2020,75.75,2.237,532.95,93.49
2-7-2020,75.454903,2.237,532.95,93.49
3-7-2020,74.721001,2.237,532.95,93.49
6-7-2020,74.679298,2.237,532.95,93.49
7-7-2020,74.607597,2.237,532.95,93.49
8-7-2020,75.125,2.237,532.95,93.49
9-7-2020,74.939903,2.237,532.95,93.49
10-7-2020,75.339996,2.237,532.95,93.49
13-07-2020,75.158501,2.237,532.95,93.49
14-07-2020,75.449997,2.237,532.95,93.49
15-07-2020,75.574997,2.237,532.95,93.49
16-07-2020,75.124901,2.237,532.95,93.49
17-07-2020,75.1745,2.237,532.95,93.49
20-07-2020,74.897301,2.237,532.95,93.49
21-07-2020,74.989998,2.237,532.95,93.49
22-07-2020,74.769997,2.237,532.95,93.49
23-07-2020,74.82,2.237,532.95,93.49
24-07-2020,74.807297,2.237,532.95,93.49
27-07-2020,74.759804,2.237,532.95,93.49
28-07-2020,75,2.237,532.95,93.49
29-07-2020,75.089996,2.237,532.95,93.49
30-07-2020,74.8312,2.237,532.95,93.49
31-07-2020,74.989998,2.237,532.95,93.49
3-8-2020,74.917801,2.476,546.26,92.14
4-8-2020,75.330002,2.476,546.26,92.14
5-8-2020,75.25,2.476,546.26,92.14
6-8-2020,74.882202,2.476,546.26,92.14
7-8-2020,74.899803,2.476,546.26,92.14
10-8-2020,75.024803,2.476,546.26,92.14
11-8-2020,75.099998,2.476,546.26,92.14
12-8-2020,74.900002,2.476,546.26,92.14
13-08-2020,74.772102,2.476,546.26,92.14
14-08-2020,75.029999,2.476,546.26,92.14
17-08-2020,74.902802,2.476,546.26,92.14
18-08-2020,75,2.476,546.26,92.14
19-08-2020,74.794998,2.476,546.26,92.14
20-08-2020,74.966797,2.476,546.26,92.14
21-08-2020,74.999901,2.476,546.26,92.14
24-08-2020,74.921799,2.476,546.26,92.14
25-08-2020,74.400002,2.476,546.26,92.14
26-08-2020,74.452499,2.476,546.26,92.14
27-08-2020,74.240097,2.476,546.26,92.14
28-08-2020,73.774498,2.476,546.26,92.14
31-08-2020,73.128304,2.476,546.26,92.14
1-9-2020,73.669998,2.476,546.26,93.89
2-9-2020,73.269997,2.476,546.26,93.89
3-9-2020,73.248497,2.476,546.26,93.89
4-9-2020,73.447899,2.476,546.26,93.89
7-9-2020,73.290298,2.476,546.26,93.89
8-9-2020,73.650002,2.476,546.26,93.89
9-9-2020,73.786797,2.476,546.26,93.89
10-9-2020,73.550003,2.476,546.26,93.89
11-9-2020,73.527298,2.476,546.26,93.89
14-09-2020,73.4786,2.476,546.26,93.89
15-09-2020,73.614998,2.476,546.26,93.89
16-09-2020,73.800003,2.476,546.26,93.89
17-09-2020,73.550697,2.476,546.26,93.89
18-09-2020,73.583603,2.476,546.26,93.89
21-09-2020,73.534798,2.476,546.26,93.89
22-09-2020,73.579803,2.476,546.26,93.89
23-09-2020,73.502998,2.476,546.26,93.89
24-09-2020,73.778397,2.476,546.26,93.89
25-09-2020,73.682404,2.476,546.26,93.89
28-09-2020,73.699303,2.476,546.26,93.89
29-09-2020,73.974998,2.476,546.26,93.89
30-09-2020,73.845001,2.476,546.26,93.89
1-10-2020,73.705002,2.536,556.87,94.04
2-10-2020,73.217003,2.536,556.87,94.04
5-10-2020,73.322403,2.536,556.87,94.04
6-10-2020,73.108299,2.536,556.87,94.04
7-10-2020,73.815002,2.536,556.87,94.04
8-10-2020,73.542503,2.536,556.87,94.04
9-10-2020,73.280502,2.536,556.87,94.04
12-10-2020,73.014801,2.536,556.87,94.04
13-10-2020,73.3508,2.536,556.87,94.04
14-10-2020,73.620003,2.536,556.87,94.04
15-10-2020,73.296204,2.536,556.87,94.04
16-10-2020,73.371002,2.536,556.87,94.04
19-10-2020,73.443802,2.536,556.87,94.04
20-10-2020,73.574997,2.536,556.87,94.04
21-10-2020,73.647499,2.536,556.87,94.04
22-10-2020,73.681297,2.536,556.87,94.04
23-10-2020,73.720001,2.536,556.87,94.04
26-10-2020,73.822899,2.536,556.87,94.04
27-10-2020,73.948502,2.536,556.87,94.04
28-10-2020,73.805,2.536,556.87,94.04
29-10-2020,74.440002,2.536,556.87,94.04
30-10-2020,74.264,2.536,556.87,94.04
2-11-2020,74.550499,2.536,556.87,91.87
3-11-2020,74.456802,2.536,556.87,91.87
4-11-2020,74.655602,2.536,556.87,91.87
5-11-2020,74.379997,2.536,556.87,91.87
6-11-2020,74.120003,2.536,556.87,91.87
9-11-2020,73.979797,2.536,556.87,91.87
10-11-2020,73.953201,2.536,556.87,91.87
11-11-2020,74.281601,2.536,556.87,91.87
12-11-2020,74.57,2.536,556.87,91.87
13-11-2020,74.864998,2.536,556.87,91.87
16-11-2020,74.487701,2.536,556.87,91.87
17-11-2020,74.418098,2.536,556.87,91.87
18-11-2020,74.479698,2.536,556.87,91.87
19-11-2020,74.419998,2.536,556.87,91.87
20-11-2020,74.099602,2.536,556.87,91.87
23-11-2020,74.162399,2.536,556.87,91.87
24-11-2020,74.244904,2.536,556.87,91.87
25-11-2020,73.9608,2.536,556.87,91.87
26-11-2020,73.7799,2.536,556.87,91.87
27-11-2020,74.048798,2.536,556.87,91.87
30-11-2020,73.940903,2.536,556.87,91.87
1-12-2020,74.0252,2.63,575.51,89.94
2-12-2020,73.654999,2.63,575.51,89.94
3-12-2020,73.662598,2.63,575.51,89.94
4-12-2020,73.864899,2.63,575.51,89.94
7-12-2020,73.790298,2.63,575.51,89.94
8-12-2020,74.019997,2.63,575.51,89.94
9-12-2020,73.726402,2.63,575.51,89.94
10-12-2020,73.934998,2.63,575.51,89.94
11-12-2020,73.7267,2.63,575.51,89.94
14-12-2020,73.737999,2.63,575.51,89.94
15-12-2020,73.860001,2.63,575.51,89.94
16-12-2020,73.759804,2.63,575.51,89.94
17-12-2020,73.6166,2.63,575.51,89.94
18-12-2020,73.5298,2.63,575.51,89.94
21-12-2020,73.6036,2.63,575.51,89.94
22-12-2020,73.935303,2.63,575.51,89.94
23-12-2020,74.269997,2.63,575.51,89.94
24-12-2020,73.839798,2.63,575.51,89.94
25-12-2020,73.5578,2.63,575.51,89.94
28-12-2020,73.689003,2.63,575.51,89.94
29-12-2020,73.544899,2.63,575.51,89.94
30-12-2020,73.453598,2.63,575.51,89.94
31-12-2020,73.134003,2.63,575.51,89.94
1-1-2021,73.089203,2.633,575.51,90.58
4-1-2021,73.092003,2.633,575.51,90.58
5-1-2021,73.32,2.633,575.51,90.58
6-1-2021,73.374802,2.633,575.51,90.58
7-1-2021,73.360001,2.633,575.51,90.58
8-1-2021,73.445999,2.633,575.51,90.58
11-1-2021,73.373398,2.633,575.51,90.58
12-1-2021,73.513496,2.633,575.51,90.58
13-01-2021,73.165001,2.633,575.51,90.58
14-01-2021,73.169899,2.633,575.51,90.58
15-01-2021,73.087601,2.633,575.51,90.58
18-01-2021,73.158997,2.633,575.51,90.58
19-01-2021,73.188698,2.633,575.51,90.58
20-01-2021,73.191902,2.633,575.51,90.58
21-01-2021,72.910896,2.633,575.51,90.58
22-01-2021,72.954903,2.633,575.51,90.58
25-01-2021,72.995903,2.633,575.51,90.58
26-01-2021,72.970001,2.633,575.51,90.58
27-01-2021,72.919998,2.633,575.51,90.58
28-01-2021,73.037102,2.633,575.51,90.58
29-01-2021,72.938797,2.633,575.51,90.58
1-2-2021,72.906601,2.633,575.51,90.93
2-2-2021,73.119797,2.633,575.51,90.93
3-2-2021,72.916298,2.633,575.51,90.93
4-2-2021,72.858002,2.633,575.51,90.93
5-2-2021,72.945702,2.633,575.51,90.93
8-2-2021,72.784798,2.633,575.51,90.93
9-2-2021,72.929901,2.633,575.51,90.93
10-2-2021,72.854897,2.633,575.51,90.93
11-2-2021,72.807297,2.633,575.51,90.93
12-2-2021,72.709503,2.633,575.51,90.93
15-02-2021,72.594803,2.633,575.51,90.93
16-02-2021,72.638702,2.633,575.51,90.93
17-02-2021,72.934998,2.633,575.51,90.93
18-02-2021,72.797302,2.633,575.51,90.93
19-02-2021,72.6054,2.633,575.51,90.93
22-02-2021,72.553001,2.633,575.51,90.93
23-02-2021,72.444,2.633,575.51,90.93
24-02-2021,72.376999,2.633,575.51,90.93
25-02-2021,72.400002,2.633,575.51,90.93
26-02-2021,73.150902,2.633,575.51,90.93
1-3-2021,73.595901,2.633,575.51,93.23
2-3-2021,73.309402,2.633,575.51,93.23
3-3-2021,73.277496,2.633,575.51,93.23
4-3-2021,72.880699,2.633,575.51,93.23
5-3-2021,73.131798,2.633,575.51,93.23
8-3-2021,73.1334,2.633,575.51,93.23
9-3-2021,73.330002,2.633,575.51,93.23
10-3-2021,72.775902,2.633,575.51,93.23
11-3-2021,72.706001,2.633,575.51,93.23
12-3-2021,72.639,2.633,575.51,93.23
15-03-2021,72.682999,2.633,575.51,93.23
16-03-2021,72.515297,2.633,575.51,93.23
17-03-2021,72.515602,2.633,575.51,93.23
18-03-2021,72.295601,2.633,575.51,93.23
19-03-2021,72.6688,2.633,575.51,93.23
22-03-2021,72.404999,2.633,575.51,93.23
23-03-2021,72.380501,2.633,575.51,93.23
24-03-2021,72.612198,2.633,575.51,93.23
25-03-2021,72.645599,2.633,575.51,93.23
26-03-2021,72.612801,2.633,575.51,93.23
29-03-2021,72.447197,2.633,575.51,93.23
30-03-2021,72.741898,2.633,575.51,93.23
31-03-2021,73.445297,2.633,575.51,93.23
1-4-2021,73.203499,2.668,580.94,91.28
2-4-2021,73.2873,2.668,580.94,91.28
5-4-2021,73.375999,2.668,580.94,91.28
6-4-2021,73.279503,2.668,580.94,91.28
7-4-2021,73.489998,2.668,580.94,91.28
8-4-2021,74.401497,2.668,580.94,91.28
9-4-2021,74.544502,2.668,580.94,91.28
12-4-2021,74.7295,2.668,580.94,91.28
13-04-2021,74.990997,2.668,580.94,91.28
14-04-2021,75.181503,2.668,580.94,91.28
15-04-2021,75.0261,2.668,580.94,91.28
16-04-2021,74.727402,2.668,580.94,91.28
19-04-2021,74.563202,2.668,580.94,91.28
20-04-2021,74.878197,2.668,580.94,91.28
21-04-2021,75.449203,2.668,580.94,91.28
22-04-2021,75.429497,2.668,580.94,91.28
23-04-2021,75.091698,2.668,580.94,91.28
26-04-2021,74.868103,2.668,580.94,91.28
27-04-2021,74.814903,2.668,580.94,91.28
28-04-2021,74.574997,2.668,580.94,91.28
29-04-2021,74.311798,2.668,580.94,91.28
30-04-2021,74.105797,2.668,580.94,91.28
3-5-2021,74.094803,2.668,580.94,89.84
4-5-2021,73.837502,2.668,580.94,89.84
5-5-2021,73.7789,2.668,580.94,89.84
6-5-2021,73.7994,2.668,580.94,89.84
7-5-2021,73.615196,2.668,580.94,89.84
10-5-2021,73.290298,2.668,580.94,89.84
11-5-2021,73.5,2.668,580.94,89.84
12-5-2021,73.375099,2.668,580.94,89.84
13-05-2021,73.681602,2.668,580.94,89.84
14-05-2021,73.444901,2.668,580.94,89.84
17-05-2021,73.2789,2.668,580.94,89.84
18-05-2021,73.269699,2.668,580.94,89.84
19-05-2021,73.128197,2.668,580.94,89.84
20-05-2021,73.2229,2.668,580.94,89.84
21-05-2021,73.021896,2.668,580.94,89.84
24-05-2021,72.909798,2.668,580.94,89.84
25-05-2021,72.836601,2.668,580.94,89.84
26-05-2021,72.804901,2.668,580.94,89.84
27-05-2021,72.672501,2.668,580.94,89.84
28-05-2021,72.682999,2.668,580.94,89.84
31-05-2021,72.393501,2.668,580.94,89.84
1-6-2021,72.487198,2.724,589.47,92.44
2-6-2021,72.855003,2.724,589.47,92.44
3-6-2021,72.965103,2.724,589.47,92.44
4-6-2021,73.044197,2.724,589.47,92.44
7-6-2021,72.909698,2.724,589.47,92.44
8-6-2021,72.809402,2.724,589.47,92.44
9-6-2021,72.975304,2.724,589.47,92.44
10-6-2021,72.985298,2.724,589.47,92.44
11-6-2021,73.012299,2.724,589.47,92.44
14-06-2021,73.231598,2.724,589.47,92.44
15-06-2021,73.180801,2.724,589.47,92.44
16-06-2021,73.344704,2.724,589.47,92.44
17-06-2021,73.824097,2.724,589.47,92.44
18-06-2021,74.253899,2.724,589.47,92.44
21-06-2021,74.143898,2.724,589.47,92.44
22-06-2021,74.135201,2.724,589.47,92.44
23-06-2021,74.332199,2.724,589.47,92.44
24-06-2021,74.246902,2.724,589.47,92.44
25-06-2021,74.1903,2.724,589.47,92.44
28-06-2021,74.212997,2.724,589.47,92.44
29-06-2021,74.2854,2.724,589.47,92.44
30-06-2021,74.287598,2.724,589.47,92.44
1-7-2021,74.371002,2.724,589.47,92.17
2-7-2021,74.544998,2.724,589.47,92.17
5-7-2021,74.481796,2.724,589.47,92.17
6-7-2021,74.317802,2.724,589.47,92.17
7-7-2021,74.762901,2.724,589.47,92.17
8-7-2021,74.821899,2.724,589.47,92.17
9-7-2021,74.721397,2.724,589.47,92.17
12-7-2021,74.490501,2.724,589.47,92.17
13-07-2021,74.541702,2.724,589.47,92.17
14-07-2021,74.659103,2.724,589.47,92.17
15-07-2021,74.469101,2.724,589.47,92.17
16-07-2021,74.537003,2.724,589.47,92.17
19-07-2021,74.631798,2.724,589.47,92.17
20-07-2021,74.993401,2.724,589.47,92.17
21-07-2021,74.527,2.724,589.47,92.17
22-07-2021,74.440201,2.724,589.47,92.17
23-07-2021,74.452003,2.724,589.47,92.17
26-07-2021,74.448898,2.724,589.47,92.17
27-07-2021,74.289497,2.724,589.47,92.17
28-07-2021,74.502296,2.724,589.47,92.17
29-07-2021,74.389999,2.724,589.47,92.17
30-07-2021,74.251999,2.724,589.47,92.17
2-8-2021,74.379097,2.756,594.66,92.63
3-8-2021,74.332001,2.756,594.66,92.63
4-8-2021,74.214401,2.756,594.66,92.63
5-8-2021,74.183998,2.756,594.66,92.63
6-8-2021,74.082001,2.756,594.66,92.63
9-8-2021,74.491402,2.756,594.66,92.63
10-8-2021,74.466202,2.756,594.66,92.63
11-8-2021,74.435501,2.756,594.66,92.63
12-8-2021,74.102997,2.756,594.66,92.63
13-08-2021,74.260101,2.756,594.66,92.63
16-08-2021,74.216797,2.756,594.66,92.63
17-08-2021,74.135002,2.756,594.66,92.63
18-08-2021,74.364502,2.756,594.66,92.63
19-08-2021,74.269798,2.756,594.66,92.63
20-08-2021,74.429298,2.756,594.66,92.63
23-08-2021,74.301498,2.756,594.66,92.63
24-08-2021,74.105904,2.756,594.66,92.63
25-08-2021,74.144798,2.756,594.66,92.63
26-08-2021,74.099998,2.756,594.66,92.63
27-08-2021,74.155998,2.756,594.66,92.63
30-08-2021,73.496597,2.756,594.66,92.63
